,Date,Username,Tweet,Lokasi
77,2023-03-02 06:07:47+00:00,"Surat untuk Ketua @DPR_RI  @puanmaharani_ri  Mengapa RUU Perlindungan PRT tak juga disahkan 

 https://t.co/SIgFGBbZW1",inidataid_,Indonesia Capital Region
78,2023-03-02 06:01:31+00:00,"Ini namanya pecinta susu tampa pakai gelas namanya.jmn pk @jokowi semua kasus besar terbongkar suatu prestasi yg tdk dimiliki presiden sebelumnya
Cc @mohmahfudmd @ListyoSigitP @ST_Burhanuddin @KPK_RI @KejaksaanRI @puanmaharani_ri @prastow @DPR_RI @jansen_jsp @Fahrihamzah @KPU_ID",Hendrikorachman,
79,2023-03-02 05:44:01+00:00,@puanmaharani_ri Ga presiden ga anda bisanya mengerjakan tugas RT? 🤣🤣🤣 ntar ada suara2 sumbang dari warga kalau sertifikat nya cuma prank. https://t.co/ccjS7KfwZJ,PKI_PERJUANGAN_,"Negara Batin, Indonesia"
80,2023-03-02 05:42:55+00:00,"Napa monopoli/oligopoli swasta tdk boleh selain negara, tujuannya uang yg beredar bisa menjalankan roda perekonomian. Mau berapa byk org kaya hamburkan uang, paling maks 5% dari peredaran uang
Cc @jokowi @RamliRizal @mohmahfudmd @bahlillahadalia @prastow @puanmaharani_ri @KPK_RI",Hendrikorachman,
81,2023-03-02 05:23:50+00:00,"AYO AYO AMNESTI PAJAK LAGI LAH! BIAR SANTAI!
AMNESTI LAGI YOOH AYOOH
@prabowo @ganjarpranowo @aniesbaswedan @erickthohir @jokowi @Pak_JK @SBYudhoyono @AgusYudhoyono @puanmaharani_ri @PDI_Perjuangan @NasDem @Gerindra @PartaiPerindo",pokdarnasional,ling ling wey
82,2023-03-02 05:10:17+00:00,"@jokoanwar Pada rumput yg bergoyang.
Makanya..HUKUM urusan KORUPSI di Indonesia itu cuma basa basi..TELEKKKK !!!
@DPR_RI 
@PDI_Perjuangan 
@psi_id 
@basuki_btp 
@jokowi 
@puanmaharani_ri",Ine_Dwine,
83,2023-03-02 05:07:55+00:00,@Namaku_Ibrahim @puanmaharani_ri 😏😏,Musramidal67,
84,2023-03-02 05:06:52+00:00,@lovehateloveone Monggo mas -&gt; @puanmaharani_ri,dan_kenapa,Karawang
85,2023-03-02 04:57:23+00:00,"@Pugsemmulyano mrk tetap tdk merasakan TPP/Inseda dibayar telat bahkan ada yg hangus 4-6bulan/thn di PEMDA..
#baladaPNSPemda @KASN_RI @kemendagri @kempanrb @KemensetnegRI @KSPgoid @KPK_RI @jokowi @PNS_Ababil @puanmaharani_ri @prastow @bpkri @BPKPgoid",AikHoki,
86,2023-03-02 04:49:03+00:00,@puanmaharani_ri Puan layak jadi capres @PDI_Perjuangan,ubinhasnanto1,
87,2023-03-02 04:28:46+00:00,@puanmaharani_ri Masih banyak korban bencana Cianjur yg beum mendapat bantuan rumah dan masih tidur ditenda,dewi_korawati,Indonesia tangerang selatan
88,2023-03-02 04:26:33+00:00,"Rumah bantuan untuk korban gempa Cianjur tidak bisa diperjual belikan. Hal ini ditegaskan oleh Ketua DPR RI, Puan Maharani saat mendatangi warga Kampung Kerta, Desa Mangunkerta, Kecamatan Cugenang
https://t.co/9KfCeNTs7P",cianjurekspres,"Cianjur, Indonesia"
89,2023-03-02 04:19:07+00:00,"mantabs mbk @puanmaharani_ri  
tipelogi pemimpin spt anda yg baik.. dan diharapkan masy.. bukan pencitraan main tiktok @ganjarpranowo  @Miduk17",apr76499232,Jakarta
90,2023-03-02 04:09:28+00:00,"@Emu7715 @Miduk17 @puanmaharani_ri Ooh siape die .. cuman satu dari milyaran netizens, ade ngaruhnye?",hayanaqu,
91,2023-03-02 03:48:52+00:00,@puanmaharani_ri yg posting dia yg komen juga dia yg kasih tanggapan juga dia &amp; yg menyimpulkan juga dia 🤣🤣🤣🤣🤣 LAWAKAN KONOHA,mulyadan2020,
92,2023-03-02 03:30:44+00:00,"Ketua DPR RI Puan Maharani:Dalam Pengurusan Sertifikat Tanah Jangan Ada Pungli!
https://t.co/M3E2i5tDef",tengkumafnil,Indonesia
93,2023-03-02 02:58:47+00:00,"@iyhmdwfery @RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Zona apa pak sawahya? Hijau, kuning, merah?",satria_preda,
94,2023-03-02 02:58:01+00:00,"@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Program ini keknya dr jaman 2012 udah ada. Mulai dr larasita, prona, ptsl.  Prosesnya sm, syarat sm. Cm dl kl udah jd ya tgl serahin k pemegang hak milik. Bs ambil d bpn dgn nunjukin BP ato di kelurahan. Kl skr modelan ky gini biar apa?",satria_preda,
95,2023-03-02 02:55:16+00:00,"JANGAN PURA-PURA BUTA HURUF MBAK..! 600 PRT Surati Ketua DPR RI, Mbak Puan Maharani, Minta Pengesahan RUU PPRT https://t.co/CMvRwI9OR6",bergeloralah,
96,2023-03-02 02:51:46+00:00,"@ganjarpranowo @jokowi @Kiyai_MarufAmin @GRMS_JATENG @puanmaharani_ri @PDI_Perjuangan @TajYasinMZ 
Smoga di respons aminn 🤲🤲🤲🤲🤲",Galih12132049,"Jakarta Selatan, DKI Jakarta"
97,2023-03-02 02:45:13+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Collab mantap,veradeviani_,
98,2023-03-02 02:45:06+00:00,"@kurawa @Gawink159160 Sedih Klo lihat mental pejabat kaya gini…😩😩
Woi @DPR_RI , @puanmaharani_ri 
Segera sah kan UU perampasan harta pejabat yg gak jelas!!!",aunb132,Perantauan abadi
99,2023-03-02 02:45:00+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Mantap,GerardusNeno,
100,2023-03-02 02:44:50+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri 😂👍👍,pengen6packs,
101,2023-03-02 02:44:29+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Semangat terus Pak,nalarngalir,
102,2023-03-02 02:44:16+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Hari ini pindah tempat lagi nih,mississleepy,
103,2023-03-02 02:43:56+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Mantap gaspol 300,jomuryadi,
104,2023-03-02 02:43:41+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Ditemenin ya Pak bagi-bagi sertifikatnya,sassyyosie,
105,2023-03-02 02:43:15+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Bu Puan tumben amaaat,welbawelwel,
106,2023-03-02 02:42:59+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Cie ditemenin bu Puan,muterjauh,
107,2023-03-02 02:42:30+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Gagah bener,wajibkomen,
108,2023-03-02 02:29:18+00:00,@puanmaharani_ri Semangat mbak,Kasmolanst,
109,2023-03-02 02:26:32+00:00,"@puanmaharani_ri Sbg Ketua DPR RI, ini gimana...??? 
Apa faktor keselamatan waktu berangkat ke sekolah udah di fikirkan... Kan kasihan klo yg jauh trus gak punya motor untuk ke sekolahan terutama buat yg siswi
Beda lho ini sekolah bukan pesantren... 
Klo pesantren kan tinggal di dalam sekolah https://t.co/LdH2pk4LD9",julmekel,
110,2023-03-02 02:13:50+00:00,"@SandjojoS @ganjarpranowo @puanmaharani_ri @PDI_Perjuangan Kalau GABENER dipasangkan KIP,
kayaknya yg jadi wakilnya si UBAN si RK.
KIP ambil suara dari jatim, RK buat ambil suara dari jabar",4rchang3l,"Jakarta Capital Region, Indone"
111,2023-03-02 02:01:36+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Kok bisa tiba-tiba bareng Pak?,ucupoji,
112,2023-03-02 02:01:19+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Lanjuuut,mr_frengkiJ,
113,2023-03-02 02:01:09+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Salam hormat untuk Bu Puan,gunrifai,
114,2023-03-02 02:00:55+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Mirip banget Bu Mega 😂🙏,introovt,
115,2023-03-02 02:00:38+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Tumben.. hehehe,dagupenyu,
116,2023-03-02 02:00:24+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Gimana Pak tandeman sama Bu Puan?,satriakos,Bandung
117,2023-03-02 02:00:10+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Tumben bareng beliau?,HendrikusLawo,
118,2023-03-02 02:00:00+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Kolaborasi yang mantap 👍,BangKibo20,
119,2023-03-02 01:59:42+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Eh ada Bu Puan,luluivanka1,
120,2023-03-02 01:59:34+00:00,@RajaJuliAntoni @TjahjantoHadi @puanmaharani_ri Lanjut Pak,artinyabulan,
121,2023-03-02 01:53:16+00:00,@firmaansyah_ari @puanmaharani_ri Alhamdulillah makasi ya Bu atas rumah nya,acikcika6,Indonesia
122,2023-03-02 01:52:47+00:00,@fadilahmaad67 @muhammadd_deni @puanmaharani_ri Doa yang terbaik untuk Ibu,acikcika6,Indonesia
123,2023-03-02 01:52:20+00:00,@BellaB6225355 @muhammadd_deni @puanmaharani_ri Pastinya selalu ada dihati kami semua,acikcika6,Indonesia
124,2023-03-02 01:51:52+00:00,@KynanPutri4 @muhammadd_deni @puanmaharani_ri Semangat terus ya Bu,acikcika6,Indonesia
125,2023-03-02 01:51:24+00:00,@AfifahKirana2 @muhammadd_deni @puanmaharani_ri Is the best la Bu Puan,acikcika6,Indonesia
126,2023-03-02 01:50:57+00:00,"@txtdrberseragam @jokowi @puanmaharani_ri @ListyoSigitP ditakutkan kedepannya remaja dibawah umur berpikiran bahwa tidak akan ada sanksi hukum yang membuat jera maka mereka akan menjadi makin semena mena, jangan sampai nambah korban lagi baru bergerak bapak/ibu mohon ditindaklanjuti",kambingmenn,
127,2023-03-02 01:50:53+00:00,@luluksaru251 @muhammadd_deni @puanmaharani_ri Aamiin presiden RI 2024 Bu Puan maharani,acikcika6,Indonesia
128,2023-03-02 01:49:46+00:00,"@txtdrberseragam izin bapak/ibu, sudah banyak kasus anak dibawah umur menjadi jadi, apa tidak mau merevisi UU Kekerasan Anak Dibawah Umur? selain kasus ini baru saja ada kasus pembacokan di Bandung yg dilakukan anak dibawah umur juga, @jokowi @puanmaharani_ri  @ListyoSigitP",kambingmenn,
129,2023-03-02 01:48:37+00:00,"Pengamanan Kunjungan Ketua DPR RI, Dr. Puan Maharani Nakshatra Kusyala Devi, S.Sos dalam acara penyerahan simbolis dan pembagian bantuan makanan pengganti air susu untuk masyarakat yang terdampak gempa bumi di Bumi Sirnagalih Damai, Cianjur
@H_HermanCianjur 
@ditpolpp_linmas https://t.co/lBMmpr4C3V",Polpp_damkarcjr," Jl. Siliwangi No.40, Pamoyana"
130,2023-03-02 01:48:33+00:00,@AdnanAgam1 @muhammadd_deni @puanmaharani_ri Semangat untuk memberi dukungan pada Ibu Puan,acikcika6,Indonesia
131,2023-03-02 01:47:31+00:00,@muhammadd_deni @puanmaharani_ri Ibu Puan selalu dihati kami,acikcika6,Indonesia
132,2023-03-02 01:47:02+00:00,@puanmaharani_ri Luar biasa hati Ibu @puanmaharani_ri  begitu mulia sekali terhadap sesama,acikcika6,Indonesia
133,2023-03-02 01:31:40+00:00,@Ernasusi13 @puanmaharani_ri Semoga lancar sesuai harapan,qaidu3,
134,2023-03-02 01:30:49+00:00,@luluksaru251 @puanmaharani_ri Tanpa pencitraan,qaidu3,
135,2023-03-02 01:30:20+00:00,@KynanPutri4 @puanmaharani_ri Empat jempol untuk Bu Puan,qaidu3,
136,2023-03-02 01:28:21+00:00,@AfifahKirana2 @puanmaharani_ri Terpancar raut wajah penuh bahagia pastinya,qaidu3,
137,2023-03-02 01:25:55+00:00,@puanmaharani_ri alhamdulillah engk ditanda lagi ya pak @puanmaharani_ri,PertamaPpratama,
138,2023-03-02 01:25:39+00:00,@muhammadd_deni @puanmaharani_ri I love you Bu Puan,qaidu3,
139,2023-03-02 01:25:16+00:00,@puanmaharani_ri sudah menjadi harapan warga cianjur @puanmaharani_ri,PertamaPpratama,
140,2023-03-02 01:24:32+00:00,@puanmaharani_ri alhamdulillha Ada 500 penerima bantuan hunian,PertamaPpratama,
141,2023-03-02 01:23:24+00:00,@mariookam395 @puanmaharani_ri Siap pilih mbak Puan 2024   @puanmaharani_ri,RitasariiSari,
142,2023-03-02 01:22:51+00:00,@dea29808 @puanmaharani_ri kita berdoa Mbak Puan semakin maju dan semakin dicintai rakyat indonesia....,RitasariiSari,
143,2023-03-02 01:22:23+00:00,@AdnanAgam1 @puanmaharani_ri Bismillah semangat 🔥 @puanmaharani_ri,RitasariiSari,
144,2023-03-02 01:21:49+00:00,@kangsil2012 @puanmaharani_ri @puanmaharani barokallah @puanmaharani_ri,RitasariiSari,
145,2023-03-02 01:21:22+00:00,@dita16577 @puanmaharani_ri Mbak Puan for president 2024 @puanmaharani_ri,RitasariiSari,
146,2023-03-02 01:20:23+00:00,@AfifahKirana2 @puanmaharani_ri rumah siap dan layak huni @puanmaharani_ri,RitasariiSari,
147,2023-03-02 01:20:11+00:00,Ingatkan Pemerintah! Ketua DPR: Jangan Ada Pungli Dalam Pengurusan Sertifikat Tanah @puanmaharani_ri @DPR_RI https://t.co/D84AFMSMiO,rmbantencom,Indonesia
148,2023-03-02 01:19:59+00:00,@muhammadd_deni @puanmaharani_ri Bismillah... Gasspolll Mbak Puan 🔥🔥🔥 @puanmaharani_ri,RitasariiSari,
149,2023-03-02 01:19:39+00:00,@qaidu3 @puanmaharani_ri berbagi itu wajib bagi sesama berbangsa dan bernegara  @puanmaharani_ri,RitasariiSari,
150,2023-03-02 01:18:35+00:00,@hambarokp @puanmaharani_ri Mbak Puan 😍😍😍  @puanmaharani_ri,RitasariiSari,
151,2023-03-02 01:18:14+00:00,@firmaansyah_ari @puanmaharani_ri selamat Pak Ujang dan warga cianjur @puanmaharani_ri,RitasariiSari,
152,2023-03-02 01:17:35+00:00,@Ernasusi13 @puanmaharani_ri kebahagian yang tak terbendung lagi @puanmaharani_ri,RitasariiSari,
153,2023-03-02 01:17:22+00:00,@luluksaru251 @puanmaharani_ri Iya semoga saja,qaidu3,
154,2023-03-02 01:17:10+00:00,@azkaayulutfiah @puanmaharani_ri sehat jasmani dan rohani @puanmaharani_ri,RitasariiSari,
155,2023-03-02 01:16:47+00:00,@artisindo8 @puanmaharani_ri menjadi ladang pahala bagi mbak @puanmaharani_ri  ya,RitasariiSari,
156,2023-03-02 01:16:26+00:00,@Alfians090 @puanmaharani_ri Salut sama Ibu Puan berjiwa kepedulian terhadap sesama,qaidu3,
157,2023-03-02 01:15:30+00:00,@PertamaPpratama @puanmaharani_ri Amiinn ya rabbal alamin...@puanmaharani_ri,RitasariiSari,
158,2023-03-02 01:15:01+00:00,@DedigDedigt @puanmaharani_ri MasyAllah  @puanmaharani_ri,RitasariiSari,
159,2023-03-02 01:14:42+00:00,@ayukhanny @puanmaharani_ri yok bisa yok 2024 Mbak Puan🔥🔥🔥 @puanmaharani_ri,RitasariiSari,
160,2023-03-02 01:14:27+00:00,"@AsgarMerah @puanmaharani_ri ""perlipur lara"" harus semangat lagi ya mbak @puanmaharani_ri",RitasariiSari,
161,2023-03-02 01:13:13+00:00,@puanmaharani_ri Semoga membawa berkah. 😊🙏🏼,RitasariiSari,
162,2023-03-02 01:12:40+00:00,@puanmaharani_ri menjadi harpan warga cianjur mbak @puanmaharani_ri,RitasariiSari,
163,2023-03-02 01:11:57+00:00,@puanmaharani_ri semangat ya Pak Ujang. di mulai dari 0 lagi kehidupan nya @puanmaharani_ri,RitasariiSari,
164,2023-03-02 01:11:28+00:00,"@sutan_bisma @DimasWi28217776 @puanmaharani_ri Mau daftar juga, gimana caranya?",lokithedinosaur,
165,2023-03-02 01:10:31+00:00,"@Alfians090 @puanmaharani_ri putri terbaik bangsa, mbak @puanmaharani_ri",DedigDedigt,bandung
166,2023-03-02 01:09:54+00:00,"@qaidu3 @puanmaharani_ri rezeki nya mbak puan saya yakin engak akan pernah putus-putus, terus mengalir",DedigDedigt,bandung
167,2023-03-02 01:08:33+00:00,@luluksaru251 @puanmaharani_ri semoga dapat rumah yang layak di huni @puanmaharani_ri,DedigDedigt,bandung
168,2023-03-02 01:07:33+00:00,@dita16577 @puanmaharani_ri merakyat banget mbak puan nya  @puanmaharani_ri,DedigDedigt,bandung
169,2023-03-02 01:06:43+00:00,@AfifahKirana2 @puanmaharani_ri Senang nya mungkin tidak bisa diungkapkan dengan kata-kata,qaidu3,
170,2023-03-02 01:06:33+00:00,@Ernasusi13 @puanmaharani_ri kebahagiaan yang tidak dapat di ungkapkan dengan kata-kata,DedigDedigt,bandung
171,2023-03-02 01:05:51+00:00,@Veronikaaja01 @puanmaharani_ri Semoga Ibu selalu diberikan umur yang panjang,qaidu3,
172,2023-03-02 01:05:46+00:00,@hambarokp @puanmaharani_ri bahagi banget pasti nya @puanmaharani_ri,DedigDedigt,bandung
173,2023-03-02 01:05:18+00:00,@muhammadd_deni @puanmaharani_ri Bismillah 2024🙌🙌@puanmaharani_ri,DedigDedigt,bandung
174,2023-03-02 01:05:06+00:00,@AdnanAgam1 @dea29808 @puanmaharani_ri Selalu ada kejutan dari Bu Puan untuk rakyat,qaidu3,
175,2023-03-02 01:04:58+00:00,"@artisindo8 @puanmaharani_ri amalnya terus mengalir,  amin....@puanmaharani_ri",DedigDedigt,bandung
176,2023-03-02 01:04:29+00:00,@AurelTritania @puanmaharani_ri sukses dan terima kasih buat mbak puan @puanmaharani_ri,DedigDedigt,bandung
177,2023-03-02 01:04:25+00:00,@dea29808 @puanmaharani_ri Semoga Allah membalas kebaikan Ibu Puan,qaidu3,
178,2023-03-02 01:03:45+00:00,@RitasariiSari @puanmaharani_ri Bismillah... Gasspolll Mbak Puan 🔥🔥🔥 @puanmaharani_ri,DedigDedigt,bandung
179,2023-03-02 01:03:34+00:00,@Veronikaaja01 @puanmaharani_ri Tentunya bangga banget sama sosok Ibu Puan yang berhati mulia,qaidu3,
180,2023-03-02 01:03:17+00:00,@PertamaPpratama @puanmaharani_ri mbak puan orang baik @puanmaharani_ri,DedigDedigt,bandung
181,2023-03-02 01:02:55+00:00,@ayukhanny @puanmaharani_ri aamiin yaa Robbal alamin...@puanmaharani_ri,DedigDedigt,bandung
182,2023-03-02 01:02:36+00:00,@azkaayulutfiah @puanmaharani_ri sehat untuk kita semua nya @puanmaharani_ri,DedigDedigt,bandung
183,2023-03-02 01:02:09+00:00,"@AsgarMerah @puanmaharani_ri Alhamdulillah ya, terima kasih mbak puan @puanmaharani_ri",DedigDedigt,bandung
184,2023-03-02 01:01:39+00:00,@DedigDedigt @puanmaharani_ri Semakin cinta sama Bu Puan,qaidu3,
185,2023-03-02 01:01:23+00:00,@puanmaharani_ri Selamat untuk rumah barunya @puanmaharani_ri,DedigDedigt,bandung
186,2023-03-02 01:01:02+00:00,@puanmaharani_ri senang nya mbak puan berkata seperti itu @puanmaharani_ri,DedigDedigt,bandung
187,2023-03-02 01:00:52+00:00,@mariookam395 @puanmaharani_ri Semoga selalu diberikan rezeki yang berlimpah,qaidu3,
188,2023-03-02 01:00:27+00:00,@puanmaharani_ri ❤️❤️❤️ Mbak Puan @puanmaharani_ri,DedigDedigt,bandung
189,2023-03-02 01:00:17+00:00,@AdnanAgam1 @puanmaharani_ri The best Bu Puan pokoknya,qaidu3,
190,2023-03-02 00:59:29+00:00,@KynanPutri4 @puanmaharani_ri Sangat bersyukur sekali pastinya,qaidu3,
191,2023-03-02 00:58:23+00:00,@ayukhanny @puanmaharani_ri Mbak Puan Maharani Presiden🔥🔥🔥,artisindo8,
192,2023-03-02 00:58:15+00:00,@AurelTritania @puanmaharani_ri kita berdoa Mbak Puan semakin maju dan semakin dicintai rakyat indonesia....,artisindo8,
193,2023-03-02 00:58:02+00:00,"@PertamaPpratama @puanmaharani_ri majukan Indonesia ku , tunjukan pada DUNIA !!",artisindo8,
194,2023-03-02 00:57:51+00:00,@firmaansyah_ari @puanmaharani_ri Bismillah semangat 🔥,artisindo8,
195,2023-03-02 00:57:42+00:00,@DedigDedigt @puanmaharani_ri Bismilah MasyAllah president 2024👍👍💪💪,artisindo8,
196,2023-03-02 00:57:34+00:00,@azkaayulutfiah @puanmaharani_ri Mbak Puan Maharani 2024,artisindo8,
197,2023-03-02 00:57:25+00:00,@muhammadd_deni @puanmaharani_ri Mbak Puan insya Allah bakal menang untuk Indonesia lebih baik dan Sejahterah...,artisindo8,
198,2023-03-02 00:57:15+00:00,@puanmaharani_ri pastikan tidak ada ruang untuk oknum yang mau memeras rakyat💪🏼💪🏼💪🏼,artisindo8,
199,2023-03-02 00:56:55+00:00,@puanmaharani_ri sertifikatnya harus digunakan sebaik-baiknya,artisindo8,
200,2023-03-02 00:56:41+00:00,@puanmaharani_ri ikut merasakan kebahagiaan pastinya buat warga cianjur,artisindo8,
201,2023-03-02 00:56:07+00:00,@DedigDedigt @puanmaharani_ri barokallah,AurelTritania,
202,2023-03-02 00:55:57+00:00,@ayukhanny @puanmaharani_ri Insyaallah Allah Mbak Puan RI 1 2024,AurelTritania,
